site,x,y,z,psi_float,psi_prev_float,m_prev_float,psi_hex,psi_prev_hex,m_prev_hex
0,0,0,0,-1505.9559631348,2660.2076873779,0.0000000000,0xFA1E0B46,0x0A64352B,0x00000000
1,1,0,0,-17319.6041717529,-20119.7643737793,0.0000000000,0xBC586555,0xB1683C52,0x00000000
2,2,0,0,-32336.5735168457,21863.4504394531,0.0000000000,0x81AF6D2E,0x55677350,0x00000000
3,3,0,0,19876.8712310791,10562.0758209229,0.0000000000,0x4DA4DF09,0x29421369,0x00000000
4,4,0,0,19876.8712005615,10562.0757293701,0.0000000000,0x4DA4DF07,0x29421363,0x00000000
5,5,0,0,-32336.5731048584,21863.4508209229,0.0000000000,0x81AF6D49,0x55677369,0x00000000
6,6,0,0,-17319.6042327881,-20119.7646026611,0.0000000000,0xBC586551,0xB1683C43,0x00000000
7,7,0,0,-1505.9560394287,2660.2075958252,0.0000000000,0xFA1E0B41,0x0A643525,0x00000000
8,0,1,0,-17319.6039733887,-20119.7643585205,0.0000000000,0xBC586562,0xB1683C53,0x00000000
9,1,1,0,-15382.1517944336,-11617.0522155762,0.0000000000,0xC3E9D924,0xD29EF2A2,0x00000000
10,2,1,0,12867.9290771484,12364.3347778320,0.0000000000,0x3243EDD8,0x304C55B4,0x00000000
11,3,1,0,13511.7656250000,9926.7740173340,0.0000000000,0x34C7C400,0x26C6C626,0x00000000
12,4,1,0,13511.7654876709,9926.7739105225,0.0000000000,0x34C7C3F7,0x26C6C61F,0x00000000
13,5,1,0,12867.9291381836,12364.3347930908,0.0000000000,0x3243EDDC,0x304C55B5,0x00000000
14,6,1,0,-15382.1519775391,-11617.0522766113,0.0000000000,0xC3E9D918,0xD29EF29E,0x00000000
15,7,1,0,-17319.6041870117,-20119.7644500732,0.0000000000,0xBC586554,0xB1683C4D,0x00000000
16,0,2,0,-32336.5729675293,21863.4507446289,0.0000000000,0x81AF6D52,0x55677364,0x00000000
17,1,2,0,12867.9292755127,12364.3349914551,0.0000000000,0x3243EDE5,0x304C55C2,0x00000000
18,2,2,0,18387.7554779053,28305.4413909912,0.0000000000,0x47D3C167,0x6E9170FF,0x00000000
19,3,2,0,-6158.4843902588,-7337.2056427002,0.0000000000,0xE7F183FF,0xE356CB5B,0x00000000
20,4,2,0,-6158.4848022461,-7337.2062835693,0.0000000000,0xE7F183E4,0xE356CB31,0x00000000
21,5,2,0,18387.7553863525,28305.4412994385,0.0000000000,0x47D3C161,0x6E9170F9,0x00000000
22,6,2,0,12867.9291076660,12364.3348083496,0.0000000000,0x3243EDDA,0x304C55B6,0x00000000
23,7,2,0,-32336.5733489990,21863.4505767822,0.0000000000,0x81AF6D39,0x55677359,0x00000000
24,0,3,0,19876.8712921143,10562.0758361816,0.0000000000,0x4DA4DF0D,0x2942136A,0x00000000
25,1,3,0,13511.7656707764,9926.7742462158,0.0000000000,0x34C7C403,0x26C6C635,0x00000000
26,2,3,0,-6158.4842987061,-7337.2055816650,0.0000000000,0xE7F18405,0xE356CB5F,0x00000000
27,3,3,0,-19780.1075592041,-31213.7862396240,0.0000000000,0xB2BBE477,0x861236B9,0x00000000
28,4,3,0,-19780.1075439453,-31213.7863922119,0.0000000000,0xB2BBE478,0x861236AF,0x00000000
29,5,3,0,-6158.4843902588,-7337.2057495117,0.0000000000,0xE7F183FF,0xE356CB54,0x00000000
30,6,3,0,13511.7656555176,9926.7741851807,0.0000000000,0x34C7C402,0x26C6C631,0x00000000
31,7,3,0,19876.8712158203,10562.0758666992,0.0000000000,0x4DA4DF08,0x2942136C,0x00000000
32,0,4,0,19876.8713378906,10562.0760345459,0.0000000000,0x4DA4DF10,0x29421377,0x00000000
33,1,4,0,13511.7656402588,9926.7740936279,0.0000000000,0x34C7C401,0x26C6C62B,0x00000000
34,2,4,0,-6158.4844665527,-7337.2058715820,0.0000000000,0xE7F183FA,0xE356CB4C,0x00000000
35,3,4,0,-19780.1073760986,-31213.7861633301,0.0000000000,0xB2BBE483,0x861236BE,0x00000000
36,4,4,0,-19780.1074371338,-31213.7862091064,0.0000000000,0xB2BBE47F,0x861236BB,0x00000000
37,5,4,0,-6158.4844512939,-7337.2057189941,0.0000000000,0xE7F183FB,0xE356CB56,0x00000000
38,6,4,0,13511.7655487061,9926.7740783691,0.0000000000,0x34C7C3FB,0x26C6C62A,0x00000000
39,7,4,0,19876.8710937500,10562.0757293701,0.0000000000,0x4DA4DF00,0x29421363,0x00000000
40,0,5,0,-32336.5732727051,21863.4506225586,0.0000000000,0x81AF6D3E,0x5567735C,0x00000000
41,1,5,0,12867.9293823242,12364.3350372314,0.0000000000,0x3243EDEC,0x304C55C5,0x00000000
42,2,5,0,18387.7554321289,28305.4413604736,0.0000000000,0x47D3C164,0x6E9170FD,0x00000000
43,3,5,0,-6158.4842987061,-7337.2055816650,0.0000000000,0xE7F18405,0xE356CB5F,0x00000000
44,4,5,0,-6158.4843292236,-7337.2056732178,0.0000000000,0xE7F18403,0xE356CB59,0x00000000
45,5,5,0,18387.7554473877,28305.4414215088,0.0000000000,0x47D3C165,0x6E917101,0x00000000
46,6,5,0,12867.9291229248,12364.3348236084,0.0000000000,0x3243EDDB,0x304C55B7,0x00000000
47,7,5,0,-32336.5734558105,21863.4503631592,0.0000000000,0x81AF6D32,0x5567734B,0x00000000
48,0,6,0,-17319.6039733887,-20119.7644348145,0.0000000000,0xBC586562,0xB1683C4E,0x00000000
49,1,6,0,-15382.1520233154,-11617.0524291992,0.0000000000,0xC3E9D915,0xD29EF294,0x00000000
50,2,6,0,12867.9291534424,12364.3348083496,0.0000000000,0x3243EDDD,0x304C55B6,0x00000000
51,3,6,0,13511.7655639648,9926.7739715576,0.0000000000,0x34C7C3FC,0x26C6C623,0x00000000
52,4,6,0,13511.7658081055,9926.7742767334,0.0000000000,0x34C7C40C,0x26C6C637,0x00000000
53,5,6,0,12867.9295654297,12364.3352661133,0.0000000000,0x3243EDF8,0x304C55D4,0x00000000
54,6,6,0,-15382.1518249512,-11617.0522460938,0.0000000000,0xC3E9D922,0xD29EF2A0,0x00000000
55,7,6,0,-17319.6045989990,-20119.7648010254,0.0000000000,0xBC586539,0xB1683C36,0x00000000
56,0,7,0,-1505.9559326172,2660.2076568604,0.0000000000,0xFA1E0B48,0x0A643529,0x00000000
57,1,7,0,-17319.6043548584,-20119.7646484375,0.0000000000,0xBC586549,0xB1683C40,0x00000000
58,2,7,0,-32336.5735015869,21863.4504699707,0.0000000000,0x81AF6D2F,0x55677352,0x00000000
59,3,7,0,19876.8712615967,10562.0759429932,0.0000000000,0x4DA4DF0B,0x29421371,0x00000000
60,4,7,0,19876.8712615967,10562.0758819580,0.0000000000,0x4DA4DF0B,0x2942136D,0x00000000
61,5,7,0,-32336.5731201172,21863.4507141113,0.0000000000,0x81AF6D48,0x55677362,0x00000000
62,6,7,0,-17319.6043243408,-20119.7645874023,0.0000000000,0xBC58654B,0xB1683C44,0x00000000
63,7,7,0,-1505.9558868408,2660.2078857422,0.0000000000,0xFA1E0B4B,0x0A643538,0x00000000
64,0,0,1,-17319.6040039062,-20119.7642211914,0.0000000000,0xBC586560,0xB1683C5C,0x00000000
65,1,0,1,-15382.1516418457,-11617.0519866943,0.0000000000,0xC3E9D92E,0xD29EF2B1,0x00000000
66,2,0,1,12867.9290008545,12364.3346405029,0.0000000000,0x3243EDD3,0x304C55AB,0x00000000
67,3,0,1,13511.7652893066,9926.7737884521,0.0000000000,0x34C7C3EA,0x26C6C617,0x00000000
68,4,0,1,13511.7657012939,9926.7740173340,0.0000000000,0x34C7C405,0x26C6C626,0x00000000
69,5,0,1,12867.9292144775,12364.3348999023,0.0000000000,0x3243EDE1,0x304C55BC,0x00000000
70,6,0,1,-15382.1515655518,-11617.0521240234,0.0000000000,0xC3E9D933,0xD29EF2A8,0x00000000
71,7,0,1,-17319.6041870117,-20119.7645263672,0.0000000000,0xBC586554,0xB1683C48,0x00000000
72,0,1,1,-15382.1514739990,-11617.0518798828,0.0000000000,0xC3E9D939,0xD29EF2B8,0x00000000
73,1,1,1,20105.6710205078,29450.7484741211,0.0000000000,0x4E89ABC8,0x730ABF9C,0x00000000
74,2,1,1,-30358.3851470947,-27497.9748535156,0.0000000000,0x89699D67,0x94960670,0x00000000
75,3,1,1,9943.4303741455,10302.1070098877,0.0000000000,0x26D76E2D,0x283E1B65,0x00000000
76,4,1,1,9943.4304351807,10302.1068878174,0.0000000000,0x26D76E31,0x283E1B5D,0x00000000
77,5,1,1,-30358.3852081299,-27497.9748229980,0.0000000000,0x89699D63,0x94960672,0x00000000
78,6,1,1,20105.6707153320,29450.7481079102,0.0000000000,0x4E89ABB4,0x730ABF84,0x00000000
79,7,1,1,-15382.1516571045,-11617.0519256592,0.0000000000,0xC3E9D92D,0xD29EF2B5,0x00000000
80,0,2,1,12867.9295806885,12364.3352661133,0.0000000000,0x3243EDF9,0x304C55D4,0x00000000
81,1,2,1,-30358.3845062256,-27497.9742279053,0.0000000000,0x89699D91,0x94960699,0x00000000
82,2,2,1,-2255.0477142334,977.1111755371,0.0000000000,0xF730F3C9,0x03D11C76,0x00000000
83,3,2,1,22592.0749816895,24391.5519104004,0.0000000000,0x58401332,0x5F478D4A,0x00000000
84,4,2,1,22592.0747680664,24391.5517120361,0.0000000000,0x58401324,0x5F478D3D,0x00000000
85,5,2,1,-2255.0476989746,977.1112060547,0.0000000000,0xF730F3CA,0x03D11C78,0x00000000
86,6,2,1,-30358.3848571777,-27497.9745788574,0.0000000000,0x89699D7A,0x94960682,0x00000000
87,7,2,1,12867.9294891357,12364.3350219727,0.0000000000,0x3243EDF3,0x304C55C4,0x00000000
88,0,3,1,13511.7658843994,9926.7744445801,0.0000000000,0x34C7C411,0x26C6C642,0x00000000
89,1,3,1,9943.4304504395,10302.1070556641,0.0000000000,0x26D76E32,0x283E1B68,0x00000000
90,2,3,1,22592.0750885010,24391.5519104004,0.0000000000,0x58401339,0x5F478D4A,0x00000000
91,3,3,1,16021.2055206299,18973.3522796631,0.0000000000,0x3E95349D,0x4A1D5A2F,0x00000000
92,4,3,1,16021.2057342529,18973.3525848389,0.0000000000,0x3E9534AB,0x4A1D5A43,0x00000000
93,5,3,1,22592.0748138428,24391.5517730713,0.0000000000,0x58401327,0x5F478D41,0x00000000
94,6,3,1,9943.4306030273,10302.1071929932,0.0000000000,0x26D76E3C,0x283E1B71,0x00000000
95,7,3,1,13511.7657470703,9926.7741851807,0.0000000000,0x34C7C408,0x26C6C631,0x00000000
96,0,4,1,13511.7656707764,9926.7742309570,0.0000000000,0x34C7C403,0x26C6C634,0x00000000
97,1,4,1,9943.4304809570,10302.1070251465,0.0000000000,0x26D76E34,0x283E1B66,0x00000000
98,2,4,1,22592.0747985840,24391.5517883301,0.0000000000,0x58401326,0x5F478D42,0x00000000
99,3,4,1,16021.2054901123,18973.3523559570,0.0000000000,0x3E95349B,0x4A1D5A34,0x00000000
100,4,4,1,16021.2057800293,18973.3525390625,0.0000000000,0x3E9534AE,0x4A1D5A40,0x00000000
101,5,4,1,22592.0747985840,24391.5517883301,0.0000000000,0x58401326,0x5F478D42,0x00000000
102,6,4,1,9943.4301605225,10302.1066894531,0.0000000000,0x26D76E1F,0x283E1B50,0x00000000
103,7,4,1,13511.7656555176,9926.7741394043,0.0000000000,0x34C7C402,0x26C6C62E,0x00000000
104,0,5,1,12867.9294128418,12364.3348846436,0.0000000000,0x3243EDEE,0x304C55BB,0x00000000
105,1,5,1,-30358.3851165771,-27497.9747924805,0.0000000000,0x89699D69,0x94960674,0x00000000
106,2,5,1,-2255.0479888916,977.1110076904,0.0000000000,0xF730F3B7,0x03D11C6B,0x00000000
107,3,5,1,22592.0745849609,24391.5515747070,0.0000000000,0x58401318,0x5F478D34,0x00000000
108,4,5,1,22592.0747222900,24391.5515289307,0.0000000000,0x58401321,0x5F478D31,0x00000000
109,5,5,1,-2255.0478973389,977.1110382080,0.0000000000,0xF730F3BD,0x03D11C6D,0x00000000
110,6,5,1,-30358.3851623535,-27497.9747619629,0.0000000000,0x89699D66,0x94960676,0x00000000
111,7,5,1,12867.9293518066,12364.3350677490,0.0000000000,0x3243EDEA,0x304C55C7,0x00000000
112,0,6,1,-15382.1517028809,-11617.0521697998,0.0000000000,0xC3E9D92A,0xD29EF2A5,0x00000000
113,1,6,1,20105.6706542969,29450.7479858398,0.0000000000,0x4E89ABB0,0x730ABF7C,0x00000000
114,2,6,1,-30358.3852386475,-27497.9749603271,0.0000000000,0x89699D61,0x94960669,0x00000000
115,3,6,1,9943.4301605225,10302.1067657471,0.0000000000,0x26D76E1F,0x283E1B55,0x00000000
116,4,6,1,9943.4301757812,10302.1067047119,0.0000000000,0x26D76E20,0x283E1B51,0x00000000
117,5,6,1,-30358.3849182129,-27497.9745941162,0.0000000000,0x89699D76,0x94960681,0x00000000
118,6,6,1,20105.6710357666,29450.7483062744,0.0000000000,0x4E89ABC9,0x730ABF91,0x00000000
119,7,6,1,-15382.1519622803,-11617.0523071289,0.0000000000,0xC3E9D919,0xD29EF29C,0x00000000
120,0,7,1,-17319.6042327881,-20119.7646026611,0.0000000000,0xBC586551,0xB1683C43,0x00000000
121,1,7,1,-15382.1519165039,-11617.0522918701,0.0000000000,0xC3E9D91C,0xD29EF29D,0x00000000
122,2,7,1,12867.9291381836,12364.3348083496,0.0000000000,0x3243EDDC,0x304C55B6,0x00000000
123,3,7,1,13511.7655792236,9926.7740783691,0.0000000000,0x34C7C3FD,0x26C6C62A,0x00000000
124,4,7,1,13511.7655334473,9926.7740173340,0.0000000000,0x34C7C3FA,0x26C6C626,0x00000000
125,5,7,1,12867.9293212891,12364.3351440430,0.0000000000,0x3243EDE8,0x304C55CC,0x00000000
126,6,7,1,-15382.1518554688,-11617.0521240234,0.0000000000,0xC3E9D920,0xD29EF2A8,0x00000000
127,7,7,1,-17319.6042175293,-20119.7644500732,0.0000000000,0xBC586552,0xB1683C4D,0x00000000
128,0,0,2,-32336.5730743408,21863.4508209229,0.0000000000,0x81AF6D4B,0x55677369,0x00000000
129,1,0,2,12867.9294128418,12364.3351287842,0.0000000000,0x3243EDEE,0x304C55CB,0x00000000
130,2,0,2,18387.7554016113,28305.4413146973,0.0000000000,0x47D3C162,0x6E9170FA,0x00000000
131,3,0,2,-6158.4846191406,-7337.2059631348,0.0000000000,0xE7F183F0,0xE356CB46,0x00000000
132,4,0,2,-6158.4844207764,-7337.2058258057,0.0000000000,0xE7F183FD,0xE356CB4F,0x00000000
133,5,0,2,18387.7556610107,28305.4416046143,0.0000000000,0x47D3C173,0x6E91710D,0x00000000
134,6,0,2,12867.9294586182,12364.3351593018,0.0000000000,0x3243EDF1,0x304C55CD,0x00000000
135,7,0,2,-32336.5729980469,21863.4508361816,0.0000000000,0x81AF6D50,0x5567736A,0x00000000
136,0,1,2,12867.9294586182,12364.3351135254,0.0000000000,0x3243EDF1,0x304C55CA,0x00000000
137,1,1,2,-30358.3847503662,-27497.9745025635,0.0000000000,0x89699D81,0x94960687,0x00000000
138,2,1,2,-2255.0477905273,977.1110229492,0.0000000000,0xF730F3C4,0x03D11C6C,0x00000000
139,3,1,2,22592.0748443604,24391.5516662598,0.0000000000,0x58401329,0x5F478D3A,0x00000000
140,4,1,2,22592.0748443604,24391.5517578125,0.0000000000,0x58401329,0x5F478D40,0x00000000
141,5,1,2,-2255.0472869873,977.1116943359,0.0000000000,0xF730F3E5,0x03D11C98,0x00000000
142,6,1,2,-30358.3848876953,-27497.9746856689,0.0000000000,0x89699D78,0x9496067B,0x00000000
143,7,1,2,12867.9295043945,12364.3352661133,0.0000000000,0x3243EDF4,0x304C55D4,0x00000000
144,0,2,2,18387.7555084229,28305.4415130615,0.0000000000,0x47D3C169,0x6E917107,0x00000000
145,1,2,2,-2255.0475921631,977.1113128662,0.0000000000,0xF730F3D1,0x03D11C7F,0x00000000
146,2,2,2,-3406.3334655762,-12133.3157958984,0.0000000000,0xF2B1AAA2,0xD09AAF28,0x00000000
147,3,2,2,24282.9185333252,26014.1663665771,0.0000000000,0x5EDAEB25,0x659E2A97,0x00000000
148,4,2,2,24282.9181671143,26014.1659240723,0.0000000000,0x5EDAEB0D,0x659E2A7A,0x00000000
149,5,2,2,-3406.3333892822,-12133.3156127930,0.0000000000,0xF2B1AAA7,0xD09AAF34,0x00000000
150,6,2,2,-2255.0477294922,977.1111602783,0.0000000000,0xF730F3C8,0x03D11C75,0x00000000
151,7,2,2,18387.7554931641,28305.4414367676,0.0000000000,0x47D3C168,0x6E917102,0x00000000
152,0,3,2,-6158.4843597412,-7337.2055969238,0.0000000000,0xE7F18401,0xE356CB5E,0x00000000
153,1,3,2,22592.0747833252,24391.5515747070,0.0000000000,0x58401325,0x5F478D34,0x00000000
154,2,3,2,24282.9184722900,26014.1662750244,0.0000000000,0x5EDAEB21,0x659E2A91,0x00000000
155,3,3,2,23183.7363739014,22623.8192901611,0.0000000000,0x5A8FBC83,0x585FD1BD,0x00000000
156,4,3,2,23183.7363281250,22623.8192138672,0.0000000000,0x5A8FBC80,0x585FD1B8,0x00000000
157,5,3,2,24282.9184722900,26014.1663665771,0.0000000000,0x5EDAEB21,0x659E2A97,0x00000000
158,6,3,2,22592.0747833252,24391.5516967773,0.0000000000,0x58401325,0x5F478D3C,0x00000000
159,7,3,2,-6158.4842681885,-7337.2055511475,0.0000000000,0xE7F18407,0xE356CB61,0x00000000
160,0,4,2,-6158.4842529297,-7337.2055206299,0.0000000000,0xE7F18408,0xE356CB63,0x00000000
161,1,4,2,22592.0747222900,24391.5516052246,0.0000000000,0x58401321,0x5F478D36,0x00000000
162,2,4,2,24282.9182128906,26014.1661376953,0.0000000000,0x5EDAEB10,0x659E2A88,0x00000000
163,3,4,2,23183.7364044189,22623.8192138672,0.0000000000,0x5A8FBC85,0x585FD1B8,0x00000000
164,4,4,2,23183.7364501953,22623.8192901611,0.0000000000,0x5A8FBC88,0x585FD1BD,0x00000000
165,5,4,2,24282.9183807373,26014.1661834717,0.0000000000,0x5EDAEB1B,0x659E2A8B,0x00000000
166,6,4,2,22592.0747985840,24391.5516052246,0.0000000000,0x58401326,0x5F478D36,0x00000000
167,7,4,2,-6158.4844055176,-7337.2058410645,0.0000000000,0xE7F183FE,0xE356CB4E,0x00000000
168,0,5,2,18387.7555541992,28305.4414825439,0.0000000000,0x47D3C16C,0x6E917105,0x00000000
169,1,5,2,-2255.0478363037,977.1111602783,0.0000000000,0xF730F3C1,0x03D11C75,0x00000000
